# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	24591	25454	+	WP_013099448.1	WP_013099448.1		mevalonate kinase	mvk	9131026	METIN_RS00140	864	287	
gene	tRNA	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	25458	25535	-						9131027	METIN_RS00145	78		old_locus_tag=Metin_R0001
tRNA		GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	25458	25535	-				tRNA-Thr		9131027	METIN_RS00145	78		anticodon=GGT
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	27060	28523	-						9131029	METIN_RS00150	1464		old_locus_tag=Metin_0030
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	27060	28523	-	WP_013099450.1	WP_013099450.1		hypothetical protein		9131029	METIN_RS00150	1464	487	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	29607	30962	-						9131032	METIN_RS00155	1356		old_locus_tag=Metin_0033
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	29607	30962	-	WP_013099451.1	WP_013099451.1		oxalate:formate antiporter		9131032	METIN_RS00155	1356	451	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	30965	31597	-						9131033	METIN_RS00160	633		old_locus_tag=Metin_0034
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	30965	31597	-	WP_013099452.1	WP_013099452.1		hypothetical protein		9131033	METIN_RS00160	633	210	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	31660	31917	-						9131034	METIN_RS00165	258		old_locus_tag=Metin_0035
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	31660	31917	-	WP_013099453.1	WP_013099453.1		hypothetical protein		9131034	METIN_RS00165	258	85	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	31920	32246	-						9131035	METIN_RS00170	327		old_locus_tag=Metin_0036
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	31920	32246	-	WP_013099454.1	WP_013099454.1		hypothetical protein		9131035	METIN_RS00170	327	108	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	32262	33650	-						9131036	METIN_RS00175	1389		old_locus_tag=Metin_0037
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	32262	33650	-	WP_013099455.1	WP_013099455.1		nitrogenase		9131036	METIN_RS00175	1389	462	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	33662	35095	-						9131037	METIN_RS00180	1434		old_locus_tag=Metin_0038
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	33662	35095	-	WP_013099456.1	WP_013099456.1		nitrogenase component I subunit alpha		9131037	METIN_RS00180	1434	477	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	35106	35495	-						9131038	METIN_RS00185	390		old_locus_tag=Metin_0039
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	35106	35495	-	WP_013099457.1	WP_013099457.1		P-II family nitrogen regulator		9131038	METIN_RS00185	390	129	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	35512	35829	-						9131039	METIN_RS00190	318		old_locus_tag=Metin_0040
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	35512	35829	-	WP_013099458.1	WP_013099458.1		P-II family nitrogen regulator		9131039	METIN_RS00190	318	105	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	35872	36726	-						9131040	METIN_RS00195	855		old_locus_tag=Metin_0041
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	35872	36726	-	WP_013099459.1	WP_013099459.1		nitrogenase iron protein		9131040	METIN_RS00195	855	284	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	36910	37263	+						9131041	METIN_RS00200	354		old_locus_tag=Metin_0042
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	36910	37263	+	WP_048203244.1	WP_048203244.1		hypothetical protein		9131041	METIN_RS00200	354	117	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	37325	40036	+						9131042	METIN_RS00205	2712		old_locus_tag=Metin_0043
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	37325	40036	+	WP_013099461.1	WP_013099461.1		CDC48 family AAA ATPase		9131042	METIN_RS00205	2712	903	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	40051	40815	-						9131043	METIN_RS00210	765		old_locus_tag=Metin_0044
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	40051	40815	-	WP_013099462.1	WP_013099462.1		DUF2334 domain-containing protein		9131043	METIN_RS00210	765	254	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	41510	42286	+						9131044	METIN_RS00215	777		old_locus_tag=Metin_0045
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	41510	42286	+	WP_013099463.1	WP_013099463.1		MBL fold metallo-hydrolase		9131044	METIN_RS00215	777	258	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	42283	43044	+						9131045	METIN_RS00220	762		old_locus_tag=Metin_0046
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	42283	43044	+	WP_198002840.1	WP_198002840.1		methyl-accepting chemotaxis protein		9131045	METIN_RS00220	762	253	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	43047	43727	-						9131046	METIN_RS00225	681		old_locus_tag=Metin_0047
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	43047	43727	-	WP_013099465.1	WP_013099465.1		HDIG domain-containing protein		9131046	METIN_RS00225	681	226	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	43715	44701	-						9131047	METIN_RS00230	987		old_locus_tag=Metin_0048
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	43715	44701	-	WP_048203246.1	WP_048203246.1		glycosyltransferase family 4 protein		9131047	METIN_RS00230	987	328	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	44724	45704	+						9131048	METIN_RS00235	981		old_locus_tag=Metin_0049
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	44724	45704	+	WP_013099467.1	WP_013099467.1		AI-2E family transporter		9131048	METIN_RS00235	981	326	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	45716	46153	+						9131049	METIN_RS00240	438		old_locus_tag=Metin_0050
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	45716	46153	+	WP_013099468.1	WP_013099468.1		adenylyltransferase/cytidyltransferase family protein		9131049	METIN_RS00240	438	145	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	46150	46707	+					pdxT	9131050	METIN_RS00245	558		old_locus_tag=Metin_0051
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	46150	46707	+	WP_013099469.1	WP_013099469.1		pyridoxal 5'-phosphate synthase glutaminase subunit PdxT	pdxT	9131050	METIN_RS00245	558	185	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	46714	47880	+						9131051	METIN_RS00250	1167		old_locus_tag=Metin_0052
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	46714	47880	+	WP_013099470.1	WP_013099470.1		RNA ligase		9131051	METIN_RS00250	1167	388	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	47868	48992	+					mfnA	9131052	METIN_RS00255	1125		old_locus_tag=Metin_0053
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	47868	48992	+	WP_013099471.1	WP_013099471.1		tyrosine decarboxylase MfnA	mfnA	9131052	METIN_RS00255	1125	374	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	48995	49783	+						9131053	METIN_RS00260	789		old_locus_tag=Metin_0054
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	48995	49783	+	WP_013099472.1	WP_013099472.1		AAA family ATPase		9131053	METIN_RS00260	789	262	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	49790	50500	+						9131054	METIN_RS00265	711		old_locus_tag=Metin_0055
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	49790	50500	+	WP_013099473.1	WP_013099473.1		Nif3-like dinuclear metal center hexameric protein		9131054	METIN_RS00265	711	236	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	50484	51155	-						9131055	METIN_RS00270	672		old_locus_tag=Metin_0056
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	50484	51155	-	WP_013099474.1	WP_013099474.1		biotin--[acetyl-CoA-carboxylase] ligase		9131055	METIN_RS00270	672	223	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	51136	51900	-					cobK	9131056	METIN_RS00275	765		old_locus_tag=Metin_0057
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	51136	51900	-	WP_013099475.1	WP_013099475.1		precorrin-6A reductase	cobK	9131056	METIN_RS00275	765	254	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	52002	53090	-					ftsZ	9131057	METIN_RS00280	1089		old_locus_tag=Metin_0058
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	52002	53090	-	WP_013099476.1	WP_013099476.1		cell division protein FtsZ	ftsZ	9131057	METIN_RS00280	1089	362	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	53198	54373	-						9131058	METIN_RS00285	1176		old_locus_tag=Metin_0059
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	53198	54373	-	WP_013099477.1	WP_013099477.1		thiolase domain-containing protein		9131058	METIN_RS00285	1176	391	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	54370	55413	-						9131059	METIN_RS00290	1044		old_locus_tag=Metin_0060
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	54370	55413	-	WP_013099478.1	WP_013099478.1		ATP-binding protein		9131059	METIN_RS00290	1044	347	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	55416	56453	-						9131060	METIN_RS00295	1038		old_locus_tag=Metin_0061
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	55416	56453	-	WP_013099479.1	WP_013099479.1		hydroxymethylglutaryl-CoA synthase		9131060	METIN_RS00295	1038	345	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	56468	57157	-						9131061	METIN_RS00300	690		old_locus_tag=Metin_0062
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	56468	57157	-	WP_013099480.1	WP_013099480.1		helix-turn-helix domain-containing protein		9131061	METIN_RS00300	690	229	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	57347	59197	+						9131062	METIN_RS00305	1851		old_locus_tag=Metin_0063
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	57347	59197	+	WP_048203249.1	WP_048203249.1		hypothetical protein		9131062	METIN_RS00305	1851	616	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	59186	60196	-					argC	9131063	METIN_RS00310	1011		old_locus_tag=Metin_0064
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	59186	60196	-	WP_013099482.1	WP_013099482.1		N-acetyl-gamma-glutamyl-phosphate reductase	argC	9131063	METIN_RS00310	1011	336	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	60314	61495	+						9131064	METIN_RS00315	1182		old_locus_tag=Metin_0065
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	60314	61495	+	WP_013099483.1	WP_013099483.1		hypothetical protein		9131064	METIN_RS00315	1182	393	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	61658	61927	+						9131065	METIN_RS00320	270		old_locus_tag=Metin_0066
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	61658	61927	+	WP_048203486.1	WP_048203486.1		metalloregulator ArsR/SmtB family transcription factor		9131065	METIN_RS00320	270	89	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	61927	63222	+						9131066	METIN_RS00325	1296		old_locus_tag=Metin_0067
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	61927	63222	+	WP_013099485.1	WP_013099485.1		radical SAM protein		9131066	METIN_RS00325	1296	431	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	63219	63962	+						9131067	METIN_RS00330	744		old_locus_tag=Metin_0068
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	63219	63962	+	WP_013099486.1	WP_013099486.1		phosphopantothenate/pantothenate synthetase		9131067	METIN_RS00330	744	247	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	63946	64329	-						9131068	METIN_RS00335	384		old_locus_tag=Metin_0069
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	63946	64329	-	WP_013099487.1	WP_013099487.1		hypothetical protein		9131068	METIN_RS00335	384	127	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	64326	65240	-						9131069	METIN_RS00340	915		old_locus_tag=Metin_0070
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	64326	65240	-	WP_013099488.1	WP_013099488.1		methanogenesis marker 7 protein		9131069	METIN_RS00340	915	304	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	65233	65628	-						9131070	METIN_RS00345	396		old_locus_tag=Metin_0071
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	65233	65628	-	WP_013099489.1	WP_013099489.1		CBS domain-containing protein		9131070	METIN_RS00345	396	131	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	65625	66284	-						9131071	METIN_RS00350	660		old_locus_tag=Metin_0072
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	65625	66284	-	WP_013099490.1	WP_013099490.1		HisA/HisF family protein		9131071	METIN_RS00350	660	219	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	66319	67053	+						9131072	METIN_RS00355	735		old_locus_tag=Metin_0073
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	66319	67053	+	WP_013099491.1	WP_013099491.1		class I SAM-dependent methyltransferase family protein		9131072	METIN_RS00355	735	244	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	67058	67678	+						9131073	METIN_RS00360	621		old_locus_tag=Metin_0074
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	67058	67678	+	WP_013099492.1	WP_013099492.1		NAAT family transporter		9131073	METIN_RS00360	621	206	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	67683	68468	+						9131074	METIN_RS00365	786		old_locus_tag=Metin_0075
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	67683	68468	+	WP_013099493.1	WP_013099493.1		winged helix-turn-helix transcriptional regulator		9131074	METIN_RS00365	786	261	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	68472	69086	+						9131075	METIN_RS00370	615		old_locus_tag=Metin_0076
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	68472	69086	+	WP_013099494.1	WP_013099494.1		16S rRNA (pseudouridine(914)-N(1))-methyltransferase Nep1		9131075	METIN_RS00370	615	204	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	69069	69980	-						9131076	METIN_RS00375	912		old_locus_tag=Metin_0077
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	69069	69980	-	WP_013099495.1	WP_013099495.1		hypothetical protein		9131076	METIN_RS00375	912	303	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	70161	71234	+						9131077	METIN_RS00380	1074		old_locus_tag=Metin_0078
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	70161	71234	+	WP_013099496.1	WP_013099496.1		DEAD/DEAH box helicase		9131077	METIN_RS00380	1074	357	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	71333	71548	+						9131078	METIN_RS00385	216		old_locus_tag=Metin_0079
CDS	with_protein	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	71333	71548	+	WP_013099497.1	WP_013099497.1		TRAM domain-containing protein		9131078	METIN_RS00385	216	71	
gene	protein_coding	GCF_000092305.1	Primary Assembly	chromosome		NC_014122.1	71698	72150	+						9131079	METIN_RS00390	453		old_locus_tag=Metin_0080
