# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	8884	10005	+	WP_010869500.1	WP_010869500.1		2-hydroxyacyl-CoA dehydratase subunit D		1450846	MJ_RS00040	1122	373	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	10090	10737	+						1450847	MJ_RS00045	648		old_locus_tag=MJ0008,MJ_0008
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	10090	10737	+	WP_064496364.1	WP_064496364.1		sugar phosphate isomerase/epimerase		1450847	MJ_RS00045	648	215	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	10743	11573	+						1450848	MJ_RS00050	831		old_locus_tag=MJ0009,MJ_0009
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	10743	11573	+	WP_010869502.1	WP_010869502.1		hypothetical protein		1450848	MJ_RS00050	831	276	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	11581	12867	+					apgM2	1450849	MJ_RS00055	1287		old_locus_tag=MJ0010,MJ_0010
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	11581	12867	+	WP_010869503.1	WP_010869503.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase ApgM2	apgM2	1450849	MJ_RS00055	1287	428	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	12869	13462	+						1450850	MJ_RS00060	594		old_locus_tag=MJ0011,MJ_0011
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	12869	13462	+	WP_010869504.1	WP_010869504.1		DUF3343 domain-containing protein		1450850	MJ_RS00060	594	197	
gene	pseudogene	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	13424	14836	-						27929940	MJ_RS00065	1413		pseudo
CDS	without_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	13424	14836	-				transposase		27929940	MJ_RS00065	1413		pseudo
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	14817	15449	-						1450852	MJ_RS00070	633		old_locus_tag=MJ0014,MJ_0014
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	14817	15449	-	WP_064496365.1	WP_064496365.1		IS607 family transposase		1450852	MJ_RS00070	633	210	
gene	pseudogene	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	15489	15614	+						43875330	MJ_RS09425	126		partial;pseudo
CDS	without_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	15489	15614	+				bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase		43875330	MJ_RS09425	126		partial;pseudo
gene	pseudogene	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	15607	15774	+						27929941	MJ_RS00075	168		partial;pseudo
CDS	without_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	15607	15774	+				HAD-IIIA family hydrolase		27929941	MJ_RS00075	168		partial;pseudo
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	15863	16261	-						32159986	MJ_RS09270	399		
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	15863	16261	-	WP_244409523.1	WP_244409523.1		transposase		32159986	MJ_RS09270	399	132	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	16806	17450	+						1450855	MJ_RS00085	645		old_locus_tag=MJ0017,MJ_0017
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	16806	17450	+	WP_010869509.1	WP_010869509.1		IS6 family transposase		1450855	MJ_RS00085	645	214	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	17658	19232	+						1450856	MJ_RS00090	1575		old_locus_tag=MJ0018,MJ_0018
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	17658	19232	+	WP_010869510.1	WP_010869510.1		class III signal peptide-containing protein		1450856	MJ_RS00090	1575	524	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	19229	21121	-					gatE	1450857	MJ_RS00095	1893		old_locus_tag=MJ0019,MJ_0019
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	19229	21121	-	WP_010869511.1	WP_010869511.1		Glu-tRNA(Gln) amidotransferase subunit GatE	gatE	1450857	MJ_RS00095	1893	630	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	21148	22401	-					gatD	1450858	MJ_RS00100	1254		old_locus_tag=MJ0020,MJ_0020
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	21148	22401	-	WP_010869512.1	WP_010869512.1		Glu-tRNA(Gln) amidotransferase subunit GatD	gatD	1450858	MJ_RS00100	1254	417	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	22762	23889	+						1450859	MJ_RS00105	1128		old_locus_tag=MJ0021,MJ_0021
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	22762	23889	+	WP_010869513.1	WP_010869513.1		radical SAM protein		1450859	MJ_RS00105	1128	375	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	24003	25091	+					cbiD	1450860	MJ_RS00110	1089		old_locus_tag=MJ0022,MJ_0022
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	24003	25091	+	WP_010869514.1	WP_010869514.1		cobalt-precorrin-5B (C(1))-methyltransferase CbiD	cbiD	1450860	MJ_RS00110	1089	362	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	25356	25640	+						1450861	MJ_RS00115	285		old_locus_tag=MJ0023,MJ_0023
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	25356	25640	+	WP_083774557.1	WP_083774557.1		hypothetical protein		1450861	MJ_RS00115	285	94	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	25686	26105	-						1450862	MJ_RS00120	420		old_locus_tag=MJ0024,MJ_0024
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	25686	26105	-	WP_010869516.1	WP_010869516.1		archease		1450862	MJ_RS00120	420	139	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	26106	27122	-					rtcA	1450863	MJ_RS00125	1017		old_locus_tag=MJ0025,MJ_0025
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	26106	27122	-	WP_010869517.1	WP_010869517.1		RNA 3'-terminal phosphate cyclase	rtcA	1450863	MJ_RS00125	1017	338	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	27134	27931	-						1450864	MJ_RS00130	798		old_locus_tag=MJ0026,MJ_0026
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	27134	27931	-	WP_064496367.1	WP_064496367.1		NOL1/NOP2/sun family putative RNA methylase		1450864	MJ_RS00130	798	265	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	28018	28542	-					artE	1450865	MJ_RS00135	525		old_locus_tag=MJ0027,MJ_0027
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	28018	28542	-	WP_244409431.1	WP_244409431.1		archaeosortase family protein ArtE	artE	1450865	MJ_RS00135	525	174	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	28514	29473	-					thiL	1450866	MJ_RS00140	960		old_locus_tag=MJ0028,MJ_0028
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	28514	29473	-	WP_010869520.1	WP_010869520.1		thiamine-phosphate kinase	thiL	1450866	MJ_RS00140	960	319	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	29853	31085	+					frhA	1450867	MJ_RS00145	1233		old_locus_tag=MJ0029,MJ_0029
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	29853	31085	+	WP_083774535.1	WP_083774535.1		coenzyme F420 hydrogenase subunit alpha	frhA	1450867	MJ_RS00145	1233	410	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	31267	31806	+					frhD	1450868	MJ_RS00150	540		old_locus_tag=MJ0030,MJ_0030
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	31267	31806	+	WP_064496369.1	WP_064496369.1		coenzyme F420-reducing hydrogenase, FrhD protein	frhD	1450868	MJ_RS00150	540	179	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	31808	32491	+					frhG	1450869	MJ_RS00155	684		old_locus_tag=MJ0031,MJ_0031
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	31808	32491	+	WP_064496370.1	WP_064496370.1		coenzyme F420 hydrogenase subunit gamma	frhG	1450869	MJ_RS00155	684	227	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	32526	33374	+					frhB	1450870	MJ_RS00160	849		old_locus_tag=MJ0032,MJ_0032
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	32526	33374	+	WP_064496371.1	WP_064496371.1		coenzyme F420 hydrogenase subunit beta	frhB	1450870	MJ_RS00160	849	282	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	33629	35248	+						1450871	MJ_RS00165	1620		old_locus_tag=MJ0033,MJ_0033
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	33629	35248	+	WP_010869524.1	WP_010869524.1		fumarate reductase subunit A		1450871	MJ_RS00165	1620	539	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	35437	36387	-						1450872	MJ_RS00170	951		old_locus_tag=MJ0034,MJ_0034
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	35437	36387	-	WP_010869525.1	WP_010869525.1		SufD family Fe-S cluster assembly protein		1450872	MJ_RS00170	951	316	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	36529	37269	-						1450873	MJ_RS00175	741		old_locus_tag=MJ0035,MJ_0035
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	36529	37269	-	WP_064496372.1	WP_064496372.1		ABC transporter ATP-binding protein		1450873	MJ_RS00175	741	246	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	37551	38012	+						1450874	MJ_RS00180	462		old_locus_tag=MJ0036,MJ_0036
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	37551	38012	+	WP_010869527.1	WP_010869527.1		30S ribosomal protein S15		1450874	MJ_RS00180	462	153	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	38073	38789	+						1450875	MJ_RS00185	717		old_locus_tag=MJ0037,MJ_0037
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	38073	38789	+	WP_010869528.1	WP_010869528.1		metallophosphoesterase		1450875	MJ_RS00185	717	238	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	38790	39443	-						1450876	MJ_RS00190	654		old_locus_tag=MJ0038,MJ_0038
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	38790	39443	-	WP_010869529.1	WP_010869529.1		DUF655 domain-containing protein		1450876	MJ_RS00190	654	217	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	39651	39974	-						1450877	MJ_RS00195	324		old_locus_tag=MJ0039,MJ_0039
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	39651	39974	-	WP_064496373.1	WP_064496373.1		RNA polymerase Rpb4 family protein		1450877	MJ_RS00195	324	107	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	40098	40394	-						1450878	MJ_RS00200	297		old_locus_tag=MJ0040,MJ_0040
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	40098	40394	-	WP_010869531.1	WP_010869531.1		50S ribosomal protein L21e		1450878	MJ_RS00200	297	98	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	40474	41790	-						1450879	MJ_RS00205	1317		old_locus_tag=MJ0041,MJ_0041
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	40474	41790	-	WP_064496374.1	WP_064496374.1		tRNA pseudouridine(54/55) synthase Pus10		1450879	MJ_RS00205	1317	438	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	41880	42527	-						1450880	MJ_RS00210	648		old_locus_tag=MJ0042,MJ_0042
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	41880	42527	-	WP_010869533.1	WP_010869533.1		hypothetical protein		1450880	MJ_RS00210	648	215	
gene	pseudogene	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	42755	43138	+						71696666	MJ_RS09660	384		partial;pseudo
CDS	without_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	42755	43138	+				hypothetical protein		71696666	MJ_RS09660	384		partial;pseudo
gene	pseudogene	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	43196	43285	+						71696667	MJ_RS09665	90		partial;pseudo
CDS	without_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	43196	43285	+				hypothetical protein		71696667	MJ_RS09665	90		partial;pseudo
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	43838	45112	+						71696668	MJ_RS09670	1275		
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	43838	45112	+	WP_244409525.1	WP_244409525.1		TIGR00375 family protein		71696668	MJ_RS09670	1275	424	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	45117	45899	-						1450882	MJ_RS00220	783		old_locus_tag=MJ0044,MJ_0044
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	45117	45899	-	WP_010869535.1	WP_010869535.1		isopentenyl phosphate kinase		1450882	MJ_RS00220	783	260	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	45904	46569	-						1450883	MJ_RS00225	666		old_locus_tag=MJ0045,MJ_0045
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	45904	46569	-	WP_010869536.1	WP_010869536.1		hypothetical protein		1450883	MJ_RS00225	666	221	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	46566	47351	-						1450884	MJ_RS00230	786		old_locus_tag=MJ0046,MJ_0046
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	46566	47351	-	WP_010869537.1	WP_010869537.1		RlmF-related methyltransferase		1450884	MJ_RS00230	786	261	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	47370	48656	-						1450885	MJ_RS00235	1287		old_locus_tag=MJ0047,MJ_0047
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	47370	48656	-	WP_010869538.1	WP_010869538.1		MBL fold metallo-hydrolase		1450885	MJ_RS00235	1287	428	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	49516	50196	-						1450887	MJ_RS00240	681		old_locus_tag=MJ0048,MJ_0048
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	49516	50196	-	WP_064496375.1	WP_064496375.1		translation initiation factor IF-6		1450887	MJ_RS00240	681	226	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	50206	50457	-						1450888	MJ_RS00245	252		old_locus_tag=MJ0049,MJ_0049
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	50206	50457	-	WP_209320031.1	WP_209320031.1		50S ribosomal protein L31e		1450888	MJ_RS00245	252	83	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	50654	50833	-						27929943	MJ_RS00250	180		
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	50654	50833	-	WP_064496376.1	WP_064496376.1		hypothetical protein		27929943	MJ_RS00250	180	59	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	51047	52228	-					mfnA	1450889	MJ_RS00255	1182		old_locus_tag=MJ0050,MJ_0050
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	51047	52228	-	WP_064496377.1	WP_064496377.1		tyrosine decarboxylase MfnA	mfnA	1450889	MJ_RS00255	1182	393	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	52344	52694	+					pth2	1450890	MJ_RS00260	351		old_locus_tag=MJ0051,MJ_0051
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	52344	52694	+	WP_209320039.1	WP_209320039.1		aminoacyl-tRNA hydrolase	pth2	1450890	MJ_RS00260	351	116	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	52706	53374	-						1450891	MJ_RS00265	669		old_locus_tag=MJ0052,MJ_0052
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	52706	53374	-	WP_010869544.1	WP_010869544.1		selenouridine synthase SelU-like subunit		1450891	MJ_RS00265	669	222	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	53385	54041	-						1450892	MJ_RS00270	657		old_locus_tag=MJ0053,MJ_0053
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	53385	54041	-	WP_064496378.1	WP_064496378.1		selenouridine synthase SelU-like subunit		1450892	MJ_RS00270	657	218	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	54156	55001	-						1450893	MJ_RS00275	846		old_locus_tag=MJ0054,MJ_0054
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	54156	55001	-	WP_010869546.1	WP_010869546.1		DUF2099 family protein		1450893	MJ_RS00275	846	281	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	55080	55763	-					ribB	1450894	MJ_RS00280	684		old_locus_tag=MJ0055,MJ_0055
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	55080	55763	-	WP_010869547.1	WP_010869547.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB	1450894	MJ_RS00280	684	227	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	55756	56154	-					ribK	1450895	MJ_RS00285	399		old_locus_tag=MJ0056,MJ_0056
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	55756	56154	-	WP_064496379.1	WP_064496379.1		CTP-dependent riboflavin kinase	ribK	1450895	MJ_RS00285	399	132	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	56182	57462	-						1450896	MJ_RS00290	1281		old_locus_tag=MJ0057,MJ_0057
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	56182	57462	-	WP_010869549.1	WP_010869549.1		sodium:proton antiporter		1450896	MJ_RS00290	1281	426	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	57588	58745	-					amt	1450897	MJ_RS00295	1158		old_locus_tag=MJ0058,MJ_0058
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	57588	58745	-	WP_064496380.1	WP_064496380.1		ammonium transporter	amt	1450897	MJ_RS00295	1158	385	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	58979	59317	+					glnK1	1450898	MJ_RS00300	339		old_locus_tag=MJ0059,MJ_0059
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	58979	59317	+	WP_010869551.1	WP_010869551.1		P-II family nitrogen regulator GlnK1	glnK1	1450898	MJ_RS00300	339	112	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	59467	60225	+					mtnP	1450899	MJ_RS00305	759		old_locus_tag=MJ0060,MJ_0060
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	59467	60225	+	WP_010869552.1	WP_010869552.1		S-methyl-5'-thioadenosine phosphorylase	mtnP	1450899	MJ_RS00305	759	252	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	60363	60605	+						1450900	MJ_RS00310	243		old_locus_tag=MJ0061,MJ_0061
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	60363	60605	+	WP_010869553.1	WP_010869553.1		ferredoxin family protein		1450900	MJ_RS00310	243	80	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	60618	61241	+						1450901	MJ_RS00315	624		old_locus_tag=MJ0062,MJ_0062
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	60618	61241	+	WP_010869554.1	WP_010869554.1		L-threonylcarbamoyladenylate synthase		1450901	MJ_RS00315	624	207	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	61322	61858	+						1450902	MJ_RS00320	537		old_locus_tag=MJ0063,MJ_0063
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	61322	61858	+	WP_064496381.1	WP_064496381.1		hypothetical protein		1450902	MJ_RS00320	537	178	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	61897	62457	+						1450903	MJ_RS00325	561		old_locus_tag=MJ0064,MJ_0064
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	61897	62457	+	WP_064496382.1	WP_064496382.1		hypothetical protein		1450903	MJ_RS00325	561	186	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	62460	63551	-						1450904	MJ_RS00330	1092		old_locus_tag=MJ0065,MJ_0065
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	62460	63551	-	WP_010869557.1	WP_010869557.1		DUF2117 family protein		1450904	MJ_RS00330	1092	363	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	63654	65078	-						1450905	MJ_RS00335	1425		old_locus_tag=MJ0066,MJ_0066
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	63654	65078	-	WP_064496383.1	WP_064496383.1		phosphoadenosine phosphosulfate reductase family protein		1450905	MJ_RS00335	1425	474	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	65160	65471	+						1450906	MJ_RS00340	312		old_locus_tag=MJ0067,MJ_0067
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	65160	65471	+	WP_010869559.1	WP_010869559.1		hypothetical protein		1450906	MJ_RS00340	312	103	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	65514	65861	-						1450907	MJ_RS00345	348		old_locus_tag=MJ0068,MJ_0068
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	65514	65861	-	WP_010869560.1	WP_010869560.1		DUF555 domain-containing protein		1450907	MJ_RS00345	348	115	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	66019	66909	+					argB	1450908	MJ_RS00350	891		old_locus_tag=MJ0069,MJ_0069
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	66019	66909	+	WP_012980040.1	WP_012980040.1		acetylglutamate kinase	argB	1450908	MJ_RS00350	891	296	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	66966	67214	+						1450909	MJ_RS00355	249		old_locus_tag=MJ0070,MJ_0070
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	66966	67214	+	WP_010869562.1	WP_010869562.1		antitoxin		1450909	MJ_RS00355	249	82	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	67211	67483	+						1450910	MJ_RS00360	273		old_locus_tag=MJ0071,MJ_0071
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	67211	67483	+	WP_010869563.1	WP_010869563.1		type II toxin-antitoxin system RelE/ParE family toxin		1450910	MJ_RS00360	273	90	
gene	pseudogene	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	67562	68010	+						27929944	MJ_RS00365	449		pseudo
CDS	without_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	67562	68010	+				HAD family hydrolase		27929944	MJ_RS00365	449		pseudo
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	68013	69089	-						1450913	MJ_RS00370	1077		old_locus_tag=MJ0074,MJ_0074
