# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	15251	16147	+						8364679	MEFER_RS00080	897		old_locus_tag=Mefer_0017
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	15251	16147	+	WP_012794881.1	WP_012794881.1		ATP-binding cassette domain-containing protein		8364679	MEFER_RS00080	897	298	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	16136	17029	-						8364680	MEFER_RS00085	894		old_locus_tag=Mefer_0018
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	16136	17029	-	WP_012794882.1	WP_012794882.1		homoserine kinase		8364680	MEFER_RS00085	894	297	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	17038	17697	-						8364681	MEFER_RS00090	660		old_locus_tag=Mefer_0019
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	17038	17697	-	WP_012794883.1	WP_012794883.1		NAD-binding protein		8364681	MEFER_RS00090	660	219	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	17747	18301	-						8364682	MEFER_RS00095	555		old_locus_tag=Mefer_0020
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	17747	18301	-	WP_012794884.1	WP_012794884.1		DUF483 domain-containing protein		8364682	MEFER_RS00095	555	184	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	18310	19485	-						8364683	MEFER_RS00100	1176		old_locus_tag=Mefer_0021
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	18310	19485	-	WP_012794885.1	WP_012794885.1		FprA family A-type flavoprotein		8364683	MEFER_RS00100	1176	391	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	19609	19779	+						8364684	MEFER_RS00105	171		old_locus_tag=Mefer_0022
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	19609	19779	+	WP_012794886.1	WP_012794886.1		4Fe-4S binding protein		8364684	MEFER_RS00105	171	56	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	19779	20957	+						8364685	MEFER_RS00110	1179		old_locus_tag=Mefer_0023
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	19779	20957	+	WP_012794887.1	WP_012794887.1		NAD(P)/FAD-dependent oxidoreductase		8364685	MEFER_RS00110	1179	392	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	21016	21456	-						8364686	MEFER_RS00115	441		old_locus_tag=Mefer_0024
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	21016	21456	-	WP_012794888.1	WP_012794888.1		universal stress protein		8364686	MEFER_RS00115	441	146	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	21781	24030	+						8364687	MEFER_RS00120	2250		old_locus_tag=Mefer_0025
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	21781	24030	+	WP_012794889.1	WP_012794889.1		methyl-accepting chemotaxis protein		8364687	MEFER_RS00120	2250	749	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	24238	24660	+						8364688	MEFER_RS00125	423		old_locus_tag=Mefer_0026
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	24238	24660	+	WP_012794890.1	WP_012794890.1		nucleoside-diphosphate kinase		8364688	MEFER_RS00125	423	140	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	24724	26925	+					purL	8364689	MEFER_RS00130	2202		old_locus_tag=Mefer_0027
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	24724	26925	+	WP_012794891.1	WP_012794891.1		phosphoribosylformylglycinamidine synthase subunit PurL	purL	8364689	MEFER_RS00130	2202	733	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	26936	27784	-						8364690	MEFER_RS00135	849		old_locus_tag=Mefer_0028
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	26936	27784	-	WP_012794892.1	WP_012794892.1		protein translocase subunit SecF		8364690	MEFER_RS00135	849	282	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	27865	29181	+						8364691	MEFER_RS00140	1317		old_locus_tag=Mefer_0029
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	27865	29181	+	WP_012794893.1	WP_012794893.1		winged helix-turn-helix transcriptional regulator		8364691	MEFER_RS00140	1317	438	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	29194	30375	+						8364692	MEFER_RS00145	1182		old_locus_tag=Mefer_0030
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	29194	30375	+	WP_012794894.1	WP_012794894.1		hypothetical protein		8364692	MEFER_RS00145	1182	393	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	30380	31303	+					cofD	8364693	MEFER_RS00150	924		old_locus_tag=Mefer_0031
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	30380	31303	+	WP_012794895.1	WP_012794895.1		2-phospho-L-lactate transferase	cofD	8364693	MEFER_RS00150	924	307	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	31307	32356	+						8364694	MEFER_RS00155	1050		old_locus_tag=Mefer_0032
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	31307	32356	+	WP_012794896.1	WP_012794896.1		THUMP domain-containing protein		8364694	MEFER_RS00155	1050	349	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	32438	32641	+						8364695	MEFER_RS00160	204		old_locus_tag=Mefer_0033
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	32438	32641	+	WP_012794897.1	WP_012794897.1		histone family protein		8364695	MEFER_RS00160	204	67	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	32802	33482	+					pyrH	8364696	MEFER_RS00165	681		old_locus_tag=Mefer_0034
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	32802	33482	+	WP_012794898.1	WP_012794898.1		UMP kinase	pyrH	8364696	MEFER_RS00165	681	226	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	33485	33679	+						8364697	MEFER_RS00170	195		old_locus_tag=Mefer_0035
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	33485	33679	+	WP_012794899.1	WP_012794899.1		DUF2116 family Zn-ribbon domain-containing protein		8364697	MEFER_RS00170	195	64	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	33924	34316	+						8364698	MEFER_RS00175	393		old_locus_tag=Mefer_0036
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	33924	34316	+	WP_012794900.1	WP_012794900.1		30S ribosomal protein S6e		8364698	MEFER_RS00175	393	130	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	34492	35727	+						8364699	MEFER_RS00180	1236		old_locus_tag=Mefer_0037
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	34492	35727	+	WP_012794901.1	WP_012794901.1		translation initiation factor IF-2 subunit gamma		8364699	MEFER_RS00180	1236	411	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	35759	36841	+						8364700	MEFER_RS00185	1083		old_locus_tag=Mefer_0038
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	35759	36841	+	WP_012794902.1	WP_012794902.1		DNA double-strand break repair nuclease NurA		8364700	MEFER_RS00185	1083	360	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	36858	38810	+					metG	8364701	MEFER_RS00190	1953		old_locus_tag=Mefer_0039
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	36858	38810	+	WP_012794903.1	WP_012794903.1		methionine--tRNA ligase	metG	8364701	MEFER_RS00190	1953	650	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	38871	40088	+					thrC	8364702	MEFER_RS00195	1218		old_locus_tag=Mefer_0040
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	38871	40088	+	WP_012794904.1	WP_012794904.1		threonine synthase	thrC	8364702	MEFER_RS00195	1218	405	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	40145	40651	+					leuD	8364703	MEFER_RS00200	507		old_locus_tag=Mefer_0041
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	40145	40651	+	WP_012794905.1	WP_012794905.1		Isopropylmalate/citramalate isomerase small subunit	leuD	8364703	MEFER_RS00200	507	168	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	40697	42358	+					ilvD	8364704	MEFER_RS00205	1662		old_locus_tag=Mefer_0042
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	40697	42358	+	WP_012794906.1	WP_012794906.1		dihydroxy-acid dehydratase	ilvD	8364704	MEFER_RS00205	1662	553	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	42963	44126	-						8364705	MEFER_RS00210	1164		old_locus_tag=Mefer_0043
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	42963	44126	-	WP_012794907.1	WP_012794907.1		cation:proton antiporter		8364705	MEFER_RS00210	1164	387	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	44212	44985	+					dph5	8364706	MEFER_RS00215	774		old_locus_tag=Mefer_0044
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	44212	44985	+	WP_012794908.1	WP_012794908.1		diphthine synthase	dph5	8364706	MEFER_RS00215	774	257	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	44994	45947	-						8364707	MEFER_RS00220	954		old_locus_tag=Mefer_0045
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	44994	45947	-	WP_012794909.1	WP_012794909.1		tetratricopeptide repeat protein		8364707	MEFER_RS00220	954	317	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	46407	47459	-						8364708	MEFER_RS00225	1053		old_locus_tag=Mefer_0046
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	46407	47459	-	WP_012794910.1	WP_012794910.1		bis-aminopropyl spermidine synthase family protein		8364708	MEFER_RS00225	1053	350	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	47554	48039	-						8364709	MEFER_RS00230	486		old_locus_tag=Mefer_0047
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	47554	48039	-	WP_012794911.1	WP_012794911.1		6-carboxytetrahydropterin synthase QueD		8364709	MEFER_RS00230	486	161	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	48089	48580	-					hacB	8364710	MEFER_RS00235	492		old_locus_tag=Mefer_0048
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	48089	48580	-	WP_012794912.1	WP_012794912.1		homoaconitase small subunit	hacB	8364710	MEFER_RS00235	492	163	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	48594	51953	-					rgy	8364711	MEFER_RS00240	3360		old_locus_tag=Mefer_0049
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	48594	51953	-	WP_048056247.1	WP_048056247.1		reverse gyrase	rgy	8364711	MEFER_RS00240	3360	1119	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	52108	52686	+						8364712	MEFER_RS00245	579		old_locus_tag=Mefer_0050
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	52108	52686	+	WP_012794914.1	WP_012794914.1		hypothetical protein		8364712	MEFER_RS00245	579	192	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	52706	55009	+						8364713	MEFER_RS00250	2304		old_locus_tag=Mefer_0051
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	52706	55009	+	WP_012794915.1	WP_012794915.1		DEAD/DEAH box helicase		8364713	MEFER_RS00250	2304	767	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	55010	55540	-						8364714	MEFER_RS00255	531		old_locus_tag=Mefer_0052
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	55010	55540	-	WP_012794916.1	WP_012794916.1		4Fe-4S binding protein		8364714	MEFER_RS00255	531	176	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	55522	56919	-						8364715	MEFER_RS00260	1398		old_locus_tag=Mefer_0053
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	55522	56919	-	WP_048056248.1	WP_048056248.1		4Fe-4S binding protein		8364715	MEFER_RS00260	1398	465	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	56947	57192	-						8364716	MEFER_RS00265	246		old_locus_tag=Mefer_0054
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	56947	57192	-	WP_012794918.1	WP_012794918.1		hypothetical protein		8364716	MEFER_RS00265	246	81	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	57208	57990	-						8364717	MEFER_RS00270	783		old_locus_tag=Mefer_0055
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	57208	57990	-	WP_012794919.1	WP_012794919.1		Na(+)/H(+) antiporter subunit B		8364717	MEFER_RS00270	783	260	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	57992	58303	-						8364718	MEFER_RS00275	312		old_locus_tag=Mefer_0056
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	57992	58303	-	WP_012794920.1	WP_012794920.1		hypothetical protein		8364718	MEFER_RS00275	312	103	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	58322	59767	-					ehbF	8364719	MEFER_RS00280	1446		old_locus_tag=Mefer_0057
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	58322	59767	-	WP_012794921.1	WP_012794921.1		energy conserving hydrogenase EhbF	ehbF	8364719	MEFER_RS00280	1446	481	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	59783	60139	-						8364720	MEFER_RS00285	357		old_locus_tag=Mefer_0058
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	59783	60139	-	WP_012794922.1	WP_012794922.1		cation:proton antiporter subunit C		8364720	MEFER_RS00285	357	118	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	60235	60954	+						8364721	MEFER_RS00290	720		old_locus_tag=Mefer_0059
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	60235	60954	+	WP_012794923.1	WP_012794923.1		metallophosphatase family protein		8364721	MEFER_RS00290	720	239	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	60955	61116	-						8364722	MEFER_RS00295	162		old_locus_tag=Mefer_0060
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	60955	61116	-	WP_012794924.1	WP_012794924.1		preprotein translocase subunit Sec61beta		8364722	MEFER_RS00295	162	53	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	61113	62309	-					coaBC	8364723	MEFER_RS00300	1197		old_locus_tag=Mefer_0061
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	61113	62309	-	WP_012794925.1	WP_012794925.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC	8364723	MEFER_RS00300	1197	398	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	62317	62475	-						54763052	MEFER_RS08400	159		old_locus_tag=Mefer_0062
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	62317	62475	-	WP_012794926.1	WP_012794926.1		hypothetical protein		54763052	MEFER_RS08400	159	52	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	62485	63288	-						8364725	MEFER_RS00305	804		old_locus_tag=Mefer_0063
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	62485	63288	-	WP_012794927.1	WP_012794927.1		aspartate dehydrogenase		8364725	MEFER_RS00305	804	267	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	63356	63625	-						8364726	MEFER_RS00310	270		old_locus_tag=Mefer_0064
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	63356	63625	-	WP_012794928.1	WP_012794928.1		PRC-barrel domain-containing protein		8364726	MEFER_RS00310	270	89	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	63706	65421	+						8364727	MEFER_RS00315	1716		old_locus_tag=Mefer_0065
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	63706	65421	+	WP_048056249.1	WP_048056249.1		bifunctional NADP phosphatase/NAD kinase		8364727	MEFER_RS00315	1716	571	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	65544	66527	+						8364728	MEFER_RS00320	984		old_locus_tag=Mefer_0066
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	65544	66527	+	WP_012794930.1	WP_012794930.1		hypothetical protein		8364728	MEFER_RS00320	984	327	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	66642	67010	+						8364729	MEFER_RS00325	369		old_locus_tag=Mefer_0067
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	66642	67010	+	WP_012794931.1	WP_012794931.1		hypothetical protein		8364729	MEFER_RS00325	369	122	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	67027	67827	-						8364730	MEFER_RS00330	801		old_locus_tag=Mefer_0068
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	67027	67827	-	WP_012794932.1	WP_012794932.1		indole-3-glycerol-phosphate synthase		8364730	MEFER_RS00330	801	266	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	67908	68354	-					sepF	8364731	MEFER_RS00335	447		old_locus_tag=Mefer_0069
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	67908	68354	-	WP_048056250.1	WP_048056250.1		cell division protein SepF	sepF	8364731	MEFER_RS00335	447	148	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	68360	68917	-						8364732	MEFER_RS00340	558		old_locus_tag=Mefer_0070
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	68360	68917	-	WP_012794934.1	WP_012794934.1		Era-like GTP-binding protein		8364732	MEFER_RS00340	558	185	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	68927	69829	-						8364733	MEFER_RS00345	903		old_locus_tag=Mefer_0071
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	68927	69829	-	WP_012794935.1	WP_012794935.1		DUF1743 domain-containing protein		8364733	MEFER_RS00345	903	300	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	69902	70327	-						8364734	MEFER_RS00350	426		old_locus_tag=Mefer_0072
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	69902	70327	-	WP_012794936.1	WP_012794936.1		CBS domain-containing protein		8364734	MEFER_RS00350	426	141	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	70472	71359	+						8364735	MEFER_RS00355	888		old_locus_tag=Mefer_0073
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	70472	71359	+	WP_012794937.1	WP_012794937.1		hypothetical protein		8364735	MEFER_RS00355	888	295	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	71354	72124	-						8364736	MEFER_RS00360	771		old_locus_tag=Mefer_0074
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	71354	72124	-	WP_012794938.1	WP_012794938.1		MinD/ParA family protein		8364736	MEFER_RS00360	771	256	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	72135	72455	-						8364737	MEFER_RS00365	321		old_locus_tag=Mefer_0075
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	72135	72455	-	WP_012794939.1	WP_012794939.1		winged helix-turn-helix transcriptional regulator		8364737	MEFER_RS00365	321	106	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	72647	73126	+						8364738	MEFER_RS00370	480		old_locus_tag=Mefer_0076
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	72647	73126	+	WP_012794940.1	WP_012794940.1		hypothetical protein		8364738	MEFER_RS00370	480	159	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	73166	73963	+						8364739	MEFER_RS00375	798		old_locus_tag=Mefer_0077
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	73166	73963	+	WP_012794941.1	WP_012794941.1		hypothetical protein		8364739	MEFER_RS00375	798	265	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	73977	75377	+						8364740	MEFER_RS00380	1401		old_locus_tag=Mefer_0078
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	73977	75377	+	WP_048056384.1	WP_048056384.1		NAD(P)-binding protein		8364740	MEFER_RS00380	1401	466	
