# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	14778	15329	-	WP_012819434.1	WP_012819434.1		Era-like GTP-binding protein		8512341	METVU_RS00075	552	183	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	15487	16392	-						8512342	METVU_RS00080	906		old_locus_tag=Metvu_0016
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	15487	16392	-	WP_012819435.1	WP_012819435.1		DUF1743 domain-containing protein		8512342	METVU_RS00080	906	301	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	16604	18058	+					argH	8512343	METVU_RS00085	1455		old_locus_tag=Metvu_0017
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	16604	18058	+	WP_048196622.1	WP_048196622.1		argininosuccinate lyase	argH	8512343	METVU_RS00085	1455	484	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	18076	19305	-						8512344	METVU_RS00090	1230		old_locus_tag=Metvu_0018
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	18076	19305	-	WP_012819437.1	WP_012819437.1		PQQ-like beta-propeller repeat protein		8512344	METVU_RS00090	1230	409	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	19355	20044	-						8512345	METVU_RS00095	690		old_locus_tag=Metvu_0019
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	19355	20044	-	WP_012819438.1	WP_012819438.1		metal-dependent hydrolase		8512345	METVU_RS00095	690	229	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	20103	20327	-						8512346	METVU_RS00100	225		old_locus_tag=Metvu_0020
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	20103	20327	-	WP_012819439.1	WP_012819439.1		DUF2283 domain-containing protein		8512346	METVU_RS00100	225	74	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	20431	21945	-					hmdC	8512347	METVU_RS00105	1515		old_locus_tag=Metvu_0021
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	20431	21945	-	WP_012819440.1	WP_012819440.1		5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdC	hmdC	8512347	METVU_RS00105	1515	504	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	22092	22271	-						25394481	METVU_RS08800	180		old_locus_tag=Metvu_0022
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	22092	22271	-	WP_012819441.1	WP_012819441.1		nucleotidyltransferase domain-containing protein		25394481	METVU_RS08800	180	59	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	22276	22827	-						8512349	METVU_RS00115	552		old_locus_tag=Metvu_0023
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	22276	22827	-	WP_012819442.1	WP_012819442.1		hypothetical protein		8512349	METVU_RS00115	552	183	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	22799	23371	-						8512350	METVU_RS00120	573		old_locus_tag=Metvu_0024
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	22799	23371	-	WP_012819443.1	WP_012819443.1		hypothetical protein		8512350	METVU_RS00120	573	190	
gene	pseudogene	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	23392	23709	-						24883576	METVU_RS00125	318		partial;pseudo
CDS	without_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	23392	23709	-				ATP-binding protein		24883576	METVU_RS00125	318		partial;pseudo
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	24193	25278	-					hmdB	8512352	METVU_RS00130	1086		old_locus_tag=Metvu_0026
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	24193	25278	-	WP_012819444.1	WP_012819444.1		5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdB	hmdB	8512352	METVU_RS00130	1086	361	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	25532	26608	-					hmd	8512353	METVU_RS00135	1077		old_locus_tag=Metvu_0027
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	25532	26608	-	WP_012819445.1	WP_012819445.1		5,10-methenyltetrahydromethanopterin hydrogenase	hmd	8512353	METVU_RS00135	1077	358	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	26906	27475	-						8512354	METVU_RS00140	570		old_locus_tag=Metvu_0028
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	26906	27475	-	WP_153232507.1	WP_153232507.1		cyclase family protein		8512354	METVU_RS00140	570	189	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	27690	27965	+						8512355	METVU_RS00145	276		old_locus_tag=Metvu_0029
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	27690	27965	+	WP_012819447.1	WP_012819447.1		Gar1/Naf1 family protein		8512355	METVU_RS00145	276	91	
gene	pseudogene	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	28102	29352	+						71811444	METVU_RS09105	1251		partial;pseudo
CDS	without_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	28102	29352	+				endonuclease		71811444	METVU_RS09105	1251		partial;pseudo
gene	pseudogene	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	29383	30102	+						71811445	METVU_RS09110	720		partial;pseudo
CDS	without_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	29383	30102	+				transcription initiation factor IIB		71811445	METVU_RS09110	720		partial;pseudo
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	30385	32499	+					tadA	8512357	METVU_RS00155	2115		old_locus_tag=Metvu_0031
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	30385	32499	+	WP_012819449.1	WP_012819449.1		Flp pilus assembly complex ATPase component TadA	tadA	8512357	METVU_RS00155	2115	704	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	32560	33594	+						8512358	METVU_RS00160	1035		old_locus_tag=Metvu_0032
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	32560	33594	+	WP_012819450.1	WP_012819450.1		type II secretion system F family protein		8512358	METVU_RS00160	1035	344	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	33642	34541	+						8512359	METVU_RS00165	900		old_locus_tag=Metvu_0033
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	33642	34541	+	WP_048196629.1	WP_048196629.1		type II secretion system F family protein		8512359	METVU_RS00165	900	299	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	34653	35165	-						8512360	METVU_RS00170	513		old_locus_tag=Metvu_0034
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	34653	35165	-	WP_012819452.1	WP_012819452.1		TIGR00295 family protein		8512360	METVU_RS00170	513	170	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	35183	35737	-					tfe	8512361	METVU_RS00175	555		old_locus_tag=Metvu_0035
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	35183	35737	-	WP_012819453.1	WP_012819453.1		transcription factor E	tfe	8512361	METVU_RS00175	555	184	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	35706	36782	-						8512362	METVU_RS00180	1077		old_locus_tag=Metvu_0036
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	35706	36782	-	WP_211204354.1	WP_211204354.1		ATP-grasp domain-containing protein		8512362	METVU_RS00180	1077	358	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	36882	37823	-					mptA	8512363	METVU_RS00185	942		old_locus_tag=Metvu_0037
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	36882	37823	-	WP_012819455.1	WP_012819455.1		GTP cyclohydrolase MptA	mptA	8512363	METVU_RS00185	942	313	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	37807	39036	-						8512364	METVU_RS00190	1230		old_locus_tag=Metvu_0038
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	37807	39036	-	WP_012819456.1	WP_012819456.1		ArsR family transcriptional regulator		8512364	METVU_RS00190	1230	409	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	39711	40238	+						8512365	METVU_RS00195	528		old_locus_tag=Metvu_0039
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	39711	40238	+	WP_012819457.1	WP_012819457.1		hypothetical protein		8512365	METVU_RS00195	528	175	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	40776	41837	-						8512366	METVU_RS00200	1062		old_locus_tag=Metvu_0040
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	40776	41837	-	WP_012819458.1	WP_012819458.1		hypothetical protein		8512366	METVU_RS00200	1062	353	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	41834	42514	-					cobI	8512367	METVU_RS00205	681		old_locus_tag=Metvu_0041
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	41834	42514	-	WP_048196632.1	WP_048196632.1		precorrin-2 C(20)-methyltransferase	cobI	8512367	METVU_RS00205	681	226	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	42592	44202	-						8512368	METVU_RS00210	1611		old_locus_tag=Metvu_0042
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	42592	44202	-	WP_012819460.1	WP_012819460.1		M56 family metallopeptidase		8512368	METVU_RS00210	1611	536	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	44580	46076	+						8512369	METVU_RS00215	1497		old_locus_tag=Metvu_0043
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	44580	46076	+	WP_012819461.1	WP_012819461.1		B12-binding domain-containing radical SAM protein		8512369	METVU_RS00215	1497	498	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	46419	46949	-						24883577	METVU_RS00220	531		
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	46419	46949	-	WP_052294213.1	WP_052294213.1		hypothetical protein		24883577	METVU_RS00220	531	176	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	47103	48329	-						8512372	METVU_RS00225	1227		old_locus_tag=Metvu_0046
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	47103	48329	-	WP_012819463.1	WP_012819463.1		RNA-guided endonuclease TnpB family protein		8512372	METVU_RS00225	1227	408	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	48455	49015	-						71811446	METVU_RS09115	561		
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	48455	49015	-	WP_245528142.1	WP_245528142.1		transposase		71811446	METVU_RS09115	561	186	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	49330	50148	+						8512374	METVU_RS00235	819		old_locus_tag=Metvu_0048
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	49330	50148	+	WP_012819464.1	WP_012819464.1		DsrE family protein		8512374	METVU_RS00235	819	272	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	50164	50499	+						8512375	METVU_RS00240	336		old_locus_tag=Metvu_0049
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	50164	50499	+	WP_012819465.1	WP_012819465.1		DUF5400 domain-containing protein		8512375	METVU_RS00240	336	111	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	50629	52071	-						8512376	METVU_RS00245	1443		old_locus_tag=Metvu_0050
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	50629	52071	-	WP_012819466.1	WP_012819466.1		phosphoadenosine phosphosulfate reductase family protein		8512376	METVU_RS00245	1443	480	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	52304	52615	+						8512377	METVU_RS00250	312		old_locus_tag=Metvu_0051
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	52304	52615	+	WP_083771304.1	WP_083771304.1		hypothetical protein		8512377	METVU_RS00250	312	103	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	52709	53059	-						8512378	METVU_RS00255	351		old_locus_tag=Metvu_0052
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	52709	53059	-	WP_012819468.1	WP_012819468.1		DUF555 domain-containing protein		8512378	METVU_RS00255	351	116	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	53466	54356	+					argB	8512379	METVU_RS00260	891		old_locus_tag=Metvu_0053
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	53466	54356	+	WP_012819469.1	WP_012819469.1		acetylglutamate kinase	argB	8512379	METVU_RS00260	891	296	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	54447	55004	+					gmhA	8512380	METVU_RS00265	558		old_locus_tag=Metvu_0054
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	54447	55004	+	WP_012819470.1	WP_012819470.1		D-sedoheptulose 7-phosphate isomerase	gmhA	8512380	METVU_RS00265	558	185	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	55096	55569	+					rfaE2	8512381	METVU_RS00270	474		old_locus_tag=Metvu_0055
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	55096	55569	+	WP_012819471.1	WP_012819471.1		D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	rfaE2	8512381	METVU_RS00270	474	157	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	55581	56489	+						8512382	METVU_RS00275	909		old_locus_tag=Metvu_0056
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	55581	56489	+	WP_012819472.1	WP_012819472.1		PfkB family carbohydrate kinase		8512382	METVU_RS00275	909	302	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	56515	56655	+						42317332	METVU_RS08920	141		old_locus_tag=Metvu_0057
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	56515	56655	+	WP_012819473.1	WP_012819473.1		hypothetical protein		42317332	METVU_RS08920	141	46	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	56782	57345	+						8512384	METVU_RS00280	564		old_locus_tag=Metvu_0058
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	56782	57345	+	WP_012819474.1	WP_012819474.1		HAD family hydrolase		8512384	METVU_RS00280	564	187	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	57721	59256	+						8512386	METVU_RS00285	1536		old_locus_tag=Metvu_0060
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	57721	59256	+	WP_012819475.1	WP_012819475.1		flippase		8512386	METVU_RS00285	1536	511	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	59253	61952	+						8512387	METVU_RS00290	2700		old_locus_tag=Metvu_0061
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	59253	61952	+	WP_012819476.1	WP_012819476.1		nucleotide sugar dehydrogenase		8512387	METVU_RS00290	2700	899	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	62030	63178	+					sat	8512388	METVU_RS00295	1149		old_locus_tag=Metvu_0062
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	62030	63178	+	WP_012819477.1	WP_012819477.1		sulfate adenylyltransferase	sat	8512388	METVU_RS00295	1149	382	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	63179	64111	+						8512389	METVU_RS00300	933		old_locus_tag=Metvu_0063
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	63179	64111	+	WP_012819478.1	WP_012819478.1		DHH family phosphoesterase		8512389	METVU_RS00300	933	310	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	64141	64662	+					cysC	8512390	METVU_RS00305	522		old_locus_tag=Metvu_0064
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	64141	64662	+	WP_012819479.1	WP_012819479.1		adenylyl-sulfate kinase	cysC	8512390	METVU_RS00305	522	173	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	64673	65431	+						8512391	METVU_RS00310	759		old_locus_tag=Metvu_0065
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	64673	65431	+	WP_048196638.1	WP_048196638.1		sulfite exporter TauE/SafE family protein		8512391	METVU_RS00310	759	252	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	65467	66447	+						8512392	METVU_RS00315	981		old_locus_tag=Metvu_0066
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	65467	66447	+	WP_048196640.1	WP_048196640.1		SDR family oxidoreductase		8512392	METVU_RS00315	981	326	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	66559	67482	+						8512393	METVU_RS00320	924		old_locus_tag=Metvu_0067
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	66559	67482	+	WP_012819482.1	WP_012819482.1		sulfotransferase domain-containing protein		8512393	METVU_RS00320	924	307	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	67491	68555	+						8512394	METVU_RS00325	1065		old_locus_tag=Metvu_0068
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	67491	68555	+	WP_012819483.1	WP_012819483.1		glycosyltransferase family 1 protein		8512394	METVU_RS00325	1065	354	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	68548	69582	+						8512395	METVU_RS00330	1035		old_locus_tag=Metvu_0069
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	68548	69582	+	WP_012819484.1	WP_012819484.1		glycosyltransferase		8512395	METVU_RS00330	1035	344	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	69577	70800	-						8512396	METVU_RS00335	1224		old_locus_tag=Metvu_0070
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	69577	70800	-	WP_012819485.1	WP_012819485.1		glycosyltransferase family 4 protein		8512396	METVU_RS00335	1224	407	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	70787	71872	-						8512397	METVU_RS00340	1086		old_locus_tag=Metvu_0071
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	70787	71872	-	WP_012819486.1	WP_012819486.1		glycosyltransferase family 9 protein		8512397	METVU_RS00340	1086	361	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	71907	72824	-					rfaD	8512398	METVU_RS00345	918		old_locus_tag=Metvu_0072
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	71907	72824	-	WP_012819487.1	WP_012819487.1		ADP-glyceromanno-heptose 6-epimerase	rfaD	8512398	METVU_RS00345	918	305	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	72940	74079	-						8512399	METVU_RS00350	1140		old_locus_tag=Metvu_0073
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	72940	74079	-	WP_012819488.1	WP_012819488.1		glycosyltransferase family 4 protein		8512399	METVU_RS00350	1140	379	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	74076	75191	-						8512400	METVU_RS00355	1116		old_locus_tag=Metvu_0074
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	74076	75191	-	WP_012819489.1	WP_012819489.1		glycosyltransferase family 9 protein		8512400	METVU_RS00355	1116	371	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	75238	75726	-						8512401	METVU_RS00360	489		old_locus_tag=Metvu_0075
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	75238	75726	-	WP_012819490.1	WP_012819490.1		hypothetical protein		8512401	METVU_RS00360	489	162	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	75723	76661	-						8512402	METVU_RS00365	939		old_locus_tag=Metvu_0076
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	75723	76661	-	WP_012819491.1	WP_012819491.1		hypothetical protein		8512402	METVU_RS00365	939	312	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	76879	78618	-						8512403	METVU_RS00370	1740		old_locus_tag=Metvu_0077
CDS	with_protein	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	76879	78618	-	WP_012819492.1	WP_012819492.1		bifunctional NADP phosphatase/NAD kinase		8512403	METVU_RS00370	1740	579	
gene	protein_coding	GCF_000024625.1	Primary Assembly	chromosome		NC_013407.1	78764	79033	+						8512404	METVU_RS00375	270		old_locus_tag=Metvu_0078
